"ID";"WijkenEnBuurten";"Gemeentenaam_1";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Bevolkingsdichtheid_33";"GemiddeldInkomenPerInwoner_66";"MeestVoorkomendePostcode_103"
"11050";"BU01750501";"Ommen                                   ";"     345";"     175";"     170";"      70";"      50";"      50";"     115";"      50";"      36";"       .";"      8146"
"11051";"WK017506  ";"Ommen                                   ";"     210";"     115";"      95";"      35";"      25";"      25";"      90";"      30";"      28";"       .";"         ."
"11052";"BU01750601";"Ommen                                   ";"     210";"     115";"      95";"      35";"      25";"      25";"      90";"      30";"      28";"       .";"      8147"
"11053";"WK017507  ";"Ommen                                   ";"    1340";"     675";"     665";"     230";"     165";"     265";"     410";"     260";"      62";"       .";"         ."
"11054";"BU01750701";"Ommen                                   ";"     745";"     370";"     375";"     135";"      95";"     160";"     205";"     140";"     717";"       .";"      8148"
"11055";"BU01750702";"Ommen                                   ";"     510";"     260";"     245";"      80";"      60";"      85";"     175";"      95";"      38";"       .";"      8148"
"11056";"BU01750703";"Ommen                                   ";"      80";"      40";"      40";"       5";"       5";"      15";"      25";"      20";"      12";"       .";"      8148"
"11057";"WK017508  ";"Ommen                                   ";"     525";"     290";"     240";"      65";"      55";"     130";"     170";"     100";"      31";"       .";"         ."
"11058";"BU01750801";"Ommen                                   ";"     160";"      90";"      70";"      25";"      20";"      35";"      50";"      20";"      18";"       .";"      7737"
"11059";"BU01750802";"Ommen                                   ";"     365";"     200";"     170";"      40";"      30";"      95";"     120";"      75";"      44";"       .";"      7737"
"11060";"WK017509  ";"Ommen                                   ";"     360";"     185";"     175";"      60";"      35";"      60";"     115";"      85";"      33";"       .";"         ."
"11061";"BU01750901";"Ommen                                   ";"     195";"      95";"     100";"      35";"      15";"      40";"      60";"      35";"     498";"       .";"      7734"
"11062";"BU01750902";"Ommen                                   ";"     165";"      90";"      75";"      25";"      15";"      15";"      50";"      50";"      16";"       .";"      7734"
"11063";"WK017510  ";"Ommen                                   ";"     400";"     205";"     195";"      55";"      50";"      70";"     160";"      60";"      38";"       .";"         ."
"11064";"BU01751001";"Ommen                                   ";"     265";"     135";"     130";"      35";"      35";"      40";"     115";"      30";"      41";"       .";"      7739"
"11065";"BU01751002";"Ommen                                   ";"     135";"      75";"      65";"      20";"      15";"      25";"      40";"      25";"      33";"       .";"      7739"
"11066";"WK017511  ";"Ommen                                   ";"     605";"     325";"     280";"     105";"      65";"     115";"     215";"      95";"      44";"       .";"         ."
"11067";"BU01751101";"Ommen                                   ";"      65";"      35";"      35";"       5";"       5";"      10";"      25";"      15";"    1146";"       .";"      7738"
"11068";"BU01751102";"Ommen                                   ";"     390";"     215";"     175";"      60";"      45";"      75";"     135";"      65";"      36";"       .";"      7738"
"11069";"BU01751103";"Ommen                                   ";"     150";"      75";"      70";"      35";"      15";"      25";"      55";"      15";"      47";"       .";"      7738"
"11070";"GM0881    ";"Onderbanken                             ";"    7857";"    3962";"    3895";"    1018";"     829";"    1562";"    2674";"    1774";"     372";"    24.6";"         ."
"11071";"WK088100  ";"Onderbanken                             ";"    7855";"    3960";"    3895";"    1015";"     830";"    1560";"    2675";"    1775";"     372";"    24.6";"         ."
"11072";"BU08810000";"Onderbanken                             ";"    4665";"    2340";"    2320";"     615";"     495";"     915";"    1535";"    1105";"    1684";"    23.2";"      6451"
"11073";"BU08810001";"Onderbanken                             ";"     720";"     365";"     350";"      80";"      75";"     145";"     275";"     140";"     185";"       .";"      6454"
"11074";"BU08810002";"Onderbanken                             ";"     820";"     410";"     410";"      95";"      85";"     150";"     305";"     185";"     229";"       .";"      6456"
"11075";"BU08810003";"Onderbanken                             ";"    1585";"     810";"     775";"     220";"     165";"     335";"     535";"     325";"     464";"       .";"      6447"
"11076";"BU08810009";"Onderbanken                             ";"      60";"      30";"      30";"       5";"       5";"      15";"      20";"      15";"       8";"       .";"      6451"
"11077";"GM1586    ";"Oost Gelre                              ";"   29675";"   15026";"   14649";"    4618";"    3629";"    6032";"    9156";"    6240";"     270";"    25.0";"         ."
"11078";"WK158601  ";"Oost Gelre                              ";"   12995";"    6475";"    6520";"    2070";"    1385";"    2840";"    3825";"    2865";"    1131";"    24.9";"         ."
"11079";"BU15860101";"Oost Gelre                              ";"     790";"     400";"     395";"     125";"      90";"     135";"     240";"     190";"    2849";"       .";"      7132"
"11080";"BU15860102";"Oost Gelre                              ";"    1105";"     545";"     565";"     170";"     105";"     200";"     305";"     315";"    2712";"       .";"      7131"
"11081";"BU15860103";"Oost Gelre                              ";"     255";"     130";"     130";"      40";"      20";"      40";"      65";"      75";"     907";"       .";"      7131"
"11082";"BU15860104";"Oost Gelre                              ";"    2075";"    1035";"    1045";"     320";"     220";"     450";"     645";"     430";"    4372";"       .";"      7131"
"11083";"BU15860105";"Oost Gelre                              ";"     880";"     400";"     485";"      50";"      75";"     210";"     155";"     380";"    2925";"       .";"      7131"
"11084";"BU15860106";"Oost Gelre                              ";"    2375";"    1240";"    1140";"     390";"     265";"     525";"     730";"     455";"    4634";"       .";"      7131"
"11085";"BU15860107";"Oost Gelre                              ";"    1050";"     520";"     535";"     195";"      90";"     250";"     320";"     185";"    3412";"       .";"      7131"
"11086";"BU15860108";"Oost Gelre                              ";"     850";"     380";"     475";"     100";"      60";"     160";"     200";"     320";"    4148";"       .";"      7131"
"11087";"BU15860109";"Oost Gelre                              ";"    1710";"     870";"     845";"     255";"     230";"     320";"     620";"     275";"    4128";"       .";"      7132"
"11088";"BU15860110";"Oost Gelre                              ";"     545";"     285";"     265";"     115";"      60";"     100";"     195";"      65";"    3259";"       .";"      7132"
"11089";"BU15860111";"Oost Gelre                              ";"     745";"     365";"     380";"     200";"      55";"     305";"     125";"      50";"    2432";"       .";"      7132"
"11090";"BU15860112";"Oost Gelre                              ";"      15";"      10";"      10";"       0";"       0";"       5";"       0";"       0";"      67";"       .";"      7131"
"11091";"BU15860113";"Oost Gelre                              ";"      80";"      45";"      35";"      10";"      10";"      15";"      25";"       5";"     147";"       .";"      7131"
"11092";"BU15860114";"Oost Gelre                              ";"     145";"      80";"      65";"      10";"      20";"      20";"      45";"      35";"     380";"       .";"      7131"
"11093";"BU15860115";"Oost Gelre                              ";"      20";"      15";"      10";"       0";"       0";"      10";"       0";"       0";"      91";"       .";"      7131"
